Txn_ID,Txn_Date,SKU,Warehouse_ID,Txn_Type,Quantity,Unit_Cost
INV01137,2026-05-12,SKU00109,WH-KOL,Inbound,531,2319.81
INV01138,2026-05-03,SKU00172,WH-MUM,Outbound,35,2264.57
INV01139,2026-04-14,SKU00309,WH-MUM,Outbound,25,1171.45
INV01140,2026-05-15,SKU00324,WH-KOL,Outbound,30,1652.07
INV01141,2026-07-06,SKU00265,WH-DEL,Outbound,28,6237.57
INV01142,2026-06-06,SKU00469,WH-BLR,Inbound,421,5123.19
INV01143,2026-04-13,SKU00260,WH-MUM,Inbound,462,2081.26
INV01144,2026-06-11,SKU00496,WH-KOL,Inbound,323,8730.94
INV01145,2026-06-04,SKU00320,WH-BLR,Outbound,23,11495.71
INV01146,2026-03-28,SKU00346,WH-BLR,Outbound,59,1095.65
INV01147,2026-07-27,SKU00418,WH-MUM,Outbound,38,1493.1
INV01148,2026-02-23,SKU00195,WH-BLR,Outbound,51,2145.91
INV01149,2026-02-01,SKU00345,WH-KOL,Outbound,29,5493.81
INV01150,2026-05-06,SKU00189,WH-MUM,Inbound,712,1312.08
INV01151,2026-02-17,SKU00150,WH-MUM,Outbound,39,2262.09
INV01152,2026-05-30,SKU00328,WH-KOL,Inbound,358,1087.01
INV01153,2026-05-14,SKU00046,WH-BLR,Inbound,448,1426.46
INV01154,2026-03-28,SKU00316,WH-MUM,Outbound,5,2498.51
INV01155,2026-03-17,SKU00324,WH-KOL,Outbound,54,1652.07
INV01156,2026-07-14,SKU00082,WH-BLR,Outbound,38,5223.71
INV01157,2026-02-02,SKU00188,WH-DEL,Outbound,55,5522.04
INV01158,2026-04-21,SKU00426,WH-MUM,Inbound,493,145.33
INV01159,2026-07-20,SKU00303,WH-BLR,Outbound,48,1854.07
INV01160,2026-06-18,SKU00366,WH-BLR,Inbound,246,2401.22
INV01161,2026-03-24,SKU00035,WH-BLR,Outbound,38,445.07
INV01162,2026-05-07,SKU00359,WH-KOL,Inbound,436,9757.49
INV01163,2026-07-30,SKU00081,WH-MUM,Inbound,677,836.66
INV01164,2026-03-08,SKU00254,WH-MUM,Outbound,11,9288.27
INV01165,2026-03-10,SKU00058,WH-MUM,Outbound,35,2453.01
INV01166,2026-02-21,SKU00125,WH-MUM,Outbound,44,706.81
INV01167,2026-07-17,SKU00286,WH-KOL,Outbound,13,11666.17
INV01168,2026-07-06,SKU00192,WH-BLR,Inbound,763,1158.64
INV01169,2026-02-01,SKU00479,WH-MUM,Outbound,48,8467.6
INV01170,2026-07-26,SKU00051,WH-BLR,Inbound,543,2441.51
INV01171,2026-05-20,SKU00160,WH-KOL,Outbound,41,11066.49
INV01172,2026-05-24,SKU00170,WH-KOL,Outbound,7,854.17
INV01173,2026-06-14,SKU00194,WH-MUM,Inbound,634,1280.91
INV01174,2026-04-08,SKU00235,WH-DEL,Inbound,86,6615.42
INV01175,2026-06-05,SKU00331,WH-KOL,Outbound,42,1764.17
INV01176,2026-06-11,SKU00156,WH-MUM,Outbound,19,7355.2
INV01177,2026-06-22,SKU00465,WH-BLR,Outbound,43,3344.27
INV01178,2026-02-22,SKU00471,WH-KOL,Outbound,45,2274.94
INV01179,2026-07-06,SKU00060,WH-KOL,Inbound,371,1649.08
INV01180,2026-04-25,SKU00279,WH-MUM,Inbound,579,1021.55
INV01181,2026-04-03,SKU00106,WH-BLR,Outbound,53,2011.43
INV01182,2026-03-22,SKU00189,WH-MUM,Outbound,15,1312.08
INV01183,2026-05-20,SKU00096,WH-MUM,Outbound,12,5218.43
INV01184,2026-06-24,SKU00129,WH-DEL,Inbound,252,9327.43
INV01185,2026-06-09,SKU00399,WH-DEL,Inbound,80,6880.47
INV01186,2026-04-25,SKU00107,WH-BLR,Inbound,399,5299.07
INV01187,2026-07-05,SKU00479,WH-MUM,Outbound,30,8467.6
INV01188,2026-07-21,SKU00417,WH-DEL,Outbound,27,8095.48
INV01189,2026-02-05,SKU00059,WH-MUM,Outbound,13,1413.19
INV01190,2026-05-22,SKU00164,WH-DEL,Inbound,344,2749.43
INV01191,2026-02-05,SKU00395,WH-BLR,Outbound,54,1053.28
INV01192,2026-05-21,SKU00128,WH-DEL,Inbound,584,2884.26
INV01193,2026-07-29,SKU00138,WH-MUM,Outbound,24,9387.59
INV01194,2026-07-26,SKU00469,WH-BLR,Outbound,11,5123.19
INV01195,2026-02-23,SKU00442,WH-DEL,Inbound,524,3803.66
INV01196,2026-03-31,SKU00360,WH-DEL,Outbound,9,7805.28
INV01197,2026-03-19,SKU00292,WH-MUM,Outbound,24,2101.59
INV01198,2026-03-10,SKU00430,WH-DEL,Outbound,36,11221.42
INV01199,2026-03-23,SKU00424,WH-MUM,Inbound,740,838.98
INV01200,2026-03-26,SKU00179,WH-MUM,Outbound,35,1072.27
INV01201,2026-04-16,SKU00387,WH-MUM,Inbound,245,1977.63
INV01202,2026-06-10,SKU00205,WH-DEL,Inbound,153,9692.27
INV01203,2026-06-14,SKU00140,WH-KOL,Inbound,110,1477.48
INV01204,2026-04-22,SKU00152,WH-MUM,Outbound,10,1595.73
INV01205,2026-07-19,SKU00299,WH-KOL,Outbound,56,5950.16
INV01206,2026-03-01,SKU00139,WH-BLR,Outbound,7,2060.24
INV01207,2026-05-10,SKU00325,WH-BLR,Inbound,314,7306.51
INV01208,2026-07-13,SKU00485,WH-KOL,Outbound,5,3725.58
INV01209,2026-05-15,SKU00206,WH-KOL,Inbound,121,7902.26
INV01210,2026-05-18,SKU00461,WH-MUM,Outbound,29,695.7
INV01211,2026-04-13,SKU00021,WH-BLR,Outbound,59,1201.01
INV01212,2026-06-11,SKU00218,WH-MUM,Outbound,27,1883.86
INV01213,2026-05-19,SKU00299,WH-KOL,Outbound,20,5950.16
INV01214,2026-07-25,SKU00127,WH-KOL,Inbound,59,479.88
INV01215,2026-02-08,SKU00183,WH-BLR,Outbound,41,418.97
INV01216,2026-02-12,SKU00028,WH-BLR,Outbound,12,2400.36
INV01217,2026-05-08,SKU00110,WH-DEL,Inbound,634,5876.46
INV01218,2026-06-06,SKU00312,WH-MUM,Outbound,19,1563.27
INV01219,2026-07-18,SKU00026,WH-MUM,Outbound,10,881.72
INV01220,2026-07-04,SKU00093,WH-DEL,Outbound,12,450.31
INV01221,2026-06-21,SKU00052,WH-DEL,Outbound,35,1137.66
INV01222,2026-03-16,SKU00496,WH-KOL,Inbound,284,8730.94
INV01223,2026-04-11,SKU00089,WH-MUM,Outbound,24,1266.65
INV01224,2026-02-02,SKU00417,WH-DEL,Inbound,157,8095.48
INV01225,2026-06-22,SKU00019,WH-KOL,Inbound,425,9568.66
INV01226,2026-03-03,SKU00115,WH-BLR,Inbound,162,8987.46
INV01227,2026-03-17,SKU00083,WH-KOL,Outbound,18,6849.78
INV01228,2026-05-12,SKU00243,WH-MUM,Outbound,39,11188.78
INV01229,2026-06-09,SKU00153,WH-BLR,Outbound,1,1195.75
INV01230,2026-06-17,SKU00315,WH-BLR,Outbound,44,1700.11
INV01231,2026-03-18,SKU00083,WH-KOL,Inbound,634,6849.78
INV01232,2026-05-24,SKU00497,WH-KOL,Inbound,372,1676.27
INV01233,2026-06-13,SKU00093,WH-DEL,Outbound,2,450.31
INV01234,2026-05-30,SKU00468,WH-MUM,Inbound,54,961.59
INV01235,2026-03-15,SKU00175,WH-MUM,Outbound,28,9741.4
INV01236,2026-07-10,SKU00397,WH-BLR,Inbound,748,1878.03
INV01237,2026-04-03,SKU00156,WH-MUM,Outbound,2,7355.2
INV01238,2026-04-10,SKU00345,WH-KOL,Outbound,51,5493.81
INV01239,2026-03-24,SKU00376,WH-BLR,Inbound,643,883.34
INV01240,2026-07-30,SKU00303,WH-BLR,Inbound,798,1854.07
INV01241,2026-07-07,SKU00088,WH-BLR,Inbound,77,860.25
INV01242,2026-06-03,SKU00374,WH-KOL,Outbound,56,4925.51
INV01243,2026-06-27,SKU00220,WH-MUM,Inbound,368,4706.79
INV01244,2026-07-15,SKU00403,WH-MUM,Inbound,516,5853.86
INV01245,2026-06-09,SKU00124,WH-BLR,Inbound,350,9532.62
INV01246,2026-02-17,SKU00220,WH-MUM,Outbound,40,4706.79
INV01247,2026-03-13,SKU00347,WH-DEL,Inbound,641,757.27
INV01248,2026-05-08,SKU00406,WH-KOL,Inbound,215,10375.09
INV01249,2026-05-06,SKU00100,WH-BLR,Outbound,29,2174.89
INV01250,2026-03-17,SKU00476,WH-MUM,Outbound,27,1133.85
INV01251,2026-06-26,SKU00251,WH-MUM,Inbound,381,8829.48
INV01252,2026-06-06,SKU00411,WH-MUM,Inbound,308,9624.5
INV01253,2026-05-16,SKU00494,WH-MUM,Outbound,32,311.32
INV01254,2026-05-16,SKU00312,WH-MUM,Outbound,52,1563.27
INV01255,2026-03-17,SKU00393,WH-DEL,Inbound,345,9518.82
INV01256,2026-02-13,SKU00084,WH-DEL,Inbound,238,1208.11
INV01257,2026-03-15,SKU00065,WH-MUM,Inbound,535,2082.57
INV01258,2026-03-03,SKU00043,WH-MUM,Outbound,46,1179.69
INV01259,2026-06-07,SKU00198,WH-KOL,Inbound,501,10809.09
INV01260,2026-03-26,SKU00036,WH-DEL,Inbound,631,1364.59
INV01261,2026-06-01,SKU00314,WH-MUM,Inbound,423,2421.37
INV01262,2026-07-01,SKU00136,WH-BLR,Inbound,690,2010.34
INV01263,2026-02-11,SKU00409,WH-MUM,Outbound,36,394.1
INV01264,2026-07-03,SKU00247,WH-BLR,Outbound,20,7998.99
INV01265,2026-02-26,SKU00160,WH-KOL,Inbound,435,11066.49
INV01266,2026-06-08,SKU00429,WH-BLR,Outbound,58,1908.01
INV01267,2026-03-22,SKU00455,WH-DEL,Outbound,30,1331.76
INV01268,2026-04-28,SKU00275,WH-BLR,Outbound,12,7591.41
INV01269,2026-04-23,SKU00055,WH-MUM,Inbound,81,681.63
INV01270,2026-04-30,SKU00309,WH-MUM,Inbound,525,1171.45
INV01271,2026-02-10,SKU00099,WH-BLR,Outbound,1,832.36
INV01272,2026-03-02,SKU00238,WH-BLR,Outbound,59,944.37
INV01273,2026-04-18,SKU00241,WH-MUM,Inbound,392,2478.55
INV01274,2026-03-27,SKU00128,WH-DEL,Inbound,686,2884.26
INV01275,2026-07-01,SKU00493,WH-BLR,Outbound,36,558.06
INV01276,2026-07-11,SKU00159,WH-MUM,Outbound,50,1254.94
INV01277,2026-07-09,SKU00435,WH-KOL,Inbound,785,1890.71
INV01278,2026-07-15,SKU00239,WH-BLR,Outbound,31,631.96
INV01279,2026-03-24,SKU00391,WH-MUM,Inbound,510,874.84
INV01280,2026-03-12,SKU00259,WH-BLR,Outbound,1,1430.12
INV01281,2026-06-18,SKU00158,WH-MUM,Outbound,49,9970.62
INV01282,2026-07-28,SKU00222,WH-BLR,Outbound,18,1173.02
INV01283,2026-06-13,SKU00368,WH-BLR,Outbound,51,2353.47
INV01284,2026-02-20,SKU00400,WH-BLR,Outbound,34,8201.96
INV01285,2026-06-07,SKU00044,WH-DEL,Inbound,637,8162.88
INV01286,2026-04-26,SKU00452,WH-MUM,Outbound,53,323.23
INV01287,2026-06-29,SKU00377,WH-MUM,Outbound,25,7108.33
INV01288,2026-03-17,SKU00084,WH-DEL,Outbound,48,1208.11
INV01289,2026-07-04,SKU00357,WH-MUM,Outbound,42,825.85
INV01290,2026-04-24,SKU00154,WH-KOL,Outbound,22,4016.0
INV01291,2026-05-20,SKU00246,WH-KOL,Outbound,10,2079.08
INV01292,2026-04-11,SKU00472,WH-MUM,Inbound,486,11162.84
INV01293,2026-06-11,SKU00145,WH-MUM,Inbound,646,1430.63
INV01294,2026-07-01,SKU00382,WH-BLR,Inbound,214,2309.85
INV01295,2026-02-03,SKU00229,WH-KOL,Outbound,35,1018.62
INV01296,2026-02-23,SKU00091,WH-DEL,Outbound,14,7317.96
INV01297,2026-02-26,SKU00392,WH-BLR,Outbound,11,52.43
INV01298,2026-05-16,SKU00432,WH-MUM,Inbound,458,1455.14
INV01299,2026-02-13,SKU00494,WH-MUM,Outbound,20,311.32
INV01300,2026-02-02,SKU00035,WH-BLR,Inbound,680,445.07
INV01301,2026-03-25,SKU00419,WH-KOL,Outbound,12,440.1
INV01302,2026-06-10,SKU00388,WH-KOL,Outbound,22,1917.96
INV01303,2026-03-14,SKU00306,WH-KOL,Outbound,10,4612.41
INV01304,2026-06-15,SKU00263,WH-KOL,Inbound,293,3584.01
INV01305,2026-07-14,SKU00198,WH-KOL,Outbound,24,10809.09
INV01306,2026-05-01,SKU00004,WH-DEL,Outbound,48,557.2
INV01307,2026-03-23,SKU00370,WH-MUM,Outbound,55,5792.33
INV01308,2026-05-24,SKU00235,WH-DEL,Inbound,211,6615.42
INV01309,2026-02-19,SKU00033,WH-KOL,Outbound,12,1276.72
INV01310,2026-05-05,SKU00059,WH-MUM,Inbound,560,1413.19
INV01311,2026-04-11,SKU00377,WH-MUM,Inbound,719,7108.33
INV01312,2026-02-03,SKU00094,WH-DEL,Outbound,59,575.1
INV01313,2026-04-25,SKU00168,WH-MUM,Inbound,59,867.2
INV01314,2026-05-18,SKU00125,WH-MUM,Inbound,88,706.81
INV01315,2026-07-03,SKU00325,WH-BLR,Inbound,547,7306.51
INV01316,2026-02-28,SKU00242,WH-MUM,Outbound,20,1895.03
INV01317,2026-05-04,SKU00391,WH-MUM,Inbound,513,874.84
INV01318,2026-03-11,SKU00072,WH-MUM,Outbound,21,6769.78
INV01319,2026-02-19,SKU00002,WH-KOL,Outbound,37,137.81
INV01320,2026-07-10,SKU00253,WH-MUM,Outbound,31,11334.19
INV01321,2026-04-05,SKU00466,WH-DEL,Outbound,53,11449.89
INV01322,2026-06-17,SKU00456,WH-BLR,Outbound,29,401.21
INV01323,2026-07-19,SKU00174,WH-MUM,Outbound,49,912.92
INV01324,2026-07-18,SKU00409,WH-MUM,Outbound,8,394.1
INV01325,2026-07-26,SKU00191,WH-BLR,Outbound,13,584.77
INV01326,2026-04-12,SKU00369,WH-DEL,Outbound,22,8667.87
INV01327,2026-05-11,SKU00051,WH-BLR,Outbound,36,2441.51
INV01328,2026-05-30,SKU00115,WH-BLR,Inbound,254,8987.46
INV01329,2026-05-04,SKU00324,WH-KOL,Inbound,627,1652.07
INV01330,2026-06-29,SKU00205,WH-DEL,Outbound,32,9692.27
INV01331,2026-03-06,SKU00211,WH-MUM,Inbound,149,466.45
INV01332,2026-03-05,SKU00059,WH-MUM,Outbound,7,1413.19
INV01333,2026-04-01,SKU00473,WH-BLR,Outbound,8,1817.11
INV01334,2026-02-06,SKU00198,WH-KOL,Outbound,50,10809.09
INV01335,2026-04-12,SKU00159,WH-MUM,Outbound,50,1254.94
INV01336,2026-04-13,SKU00112,WH-DEL,Inbound,204,1638.05
INV01337,2026-04-07,SKU00001,WH-DEL,Inbound,291,2287.34
INV01338,2026-06-27,SKU00287,WH-MUM,Inbound,542,2477.64
INV01339,2026-04-23,SKU00243,WH-MUM,Outbound,37,11188.78
INV01340,2026-07-28,SKU00115,WH-BLR,Outbound,38,8987.46
INV01341,2026-03-06,SKU00400,WH-BLR,Inbound,516,8201.96
INV01342,2026-02-01,SKU00216,WH-BLR,Inbound,404,920.15
INV01343,2026-06-22,SKU00101,WH-KOL,Outbound,54,1999.68
INV01344,2026-06-06,SKU00459,WH-DEL,Outbound,35,10412.76
INV01345,2026-05-25,SKU00166,WH-BLR,Inbound,748,792.85
INV01346,2026-07-06,SKU00157,WH-KOL,Inbound,759,1144.76
INV01347,2026-05-12,SKU00463,WH-BLR,Inbound,706,3600.3
INV01348,2026-06-10,SKU00010,WH-MUM,Inbound,63,1943.7
INV01349,2026-03-06,SKU00089,WH-MUM,Inbound,717,1266.65
INV01350,2026-04-05,SKU00243,WH-MUM,Outbound,44,11188.78
INV01351,2026-02-09,SKU00476,WH-MUM,Inbound,717,1133.85
INV01352,2026-06-21,SKU00164,WH-DEL,Outbound,30,2749.43
INV01353,2026-04-27,SKU00301,WH-MUM,Inbound,316,1418.75
INV01354,2026-07-25,SKU00128,WH-DEL,Outbound,50,2884.26
INV01355,2026-05-02,SKU00361,WH-MUM,Inbound,381,374.74
INV01356,2026-04-21,SKU00099,WH-BLR,Outbound,28,832.36
INV01357,2026-05-13,SKU00471,WH-KOL,Inbound,181,2274.94
INV01358,2026-04-17,SKU00341,WH-BLR,Outbound,42,166.31
INV01359,2026-02-20,SKU00429,WH-BLR,Inbound,472,1908.01
INV01360,2026-07-09,SKU00325,WH-BLR,Outbound,55,7306.51
INV01361,2026-02-02,SKU00062,WH-BLR,Outbound,32,9998.87
INV01362,2026-06-03,SKU00484,WH-BLR,Inbound,726,1498.14
INV01363,2026-05-22,SKU00061,WH-DEL,Inbound,778,3874.45
INV01364,2026-06-10,SKU00091,WH-DEL,Outbound,16,7317.96
INV01365,2026-07-14,SKU00386,WH-KOL,Outbound,32,1664.17
INV01366,2026-07-02,SKU00147,WH-MUM,Outbound,51,2653.82
INV01367,2026-03-19,SKU00211,WH-MUM,Inbound,414,466.45
INV01368,2026-06-18,SKU00092,WH-KOL,Outbound,45,3470.01
INV01369,2026-05-18,SKU00254,WH-MUM,Inbound,666,9288.27
INV01370,2026-05-17,SKU00487,WH-KOL,Inbound,272,2169.7
INV01371,2026-02-27,SKU00348,WH-BLR,Outbound,23,9937.94
INV01372,2026-04-16,SKU00023,WH-KOL,Inbound,528,2516.42
INV01373,2026-04-01,SKU00384,WH-MUM,Inbound,698,971.4
INV01374,2026-04-10,SKU00030,WH-BLR,Inbound,77,795.94
INV01375,2026-02-22,SKU00483,WH-MUM,Outbound,35,486.43
INV01376,2026-07-08,SKU00287,WH-MUM,Outbound,20,2477.64
INV01377,2026-03-20,SKU00367,WH-MUM,Inbound,628,6437.63
INV01378,2026-05-04,SKU00134,WH-DEL,Inbound,265,3530.0
INV01379,2026-05-30,SKU00489,WH-BLR,Outbound,51,1585.7
INV01380,2026-04-17,SKU00444,WH-DEL,Outbound,38,5179.54
INV01381,2026-03-04,SKU00011,WH-KOL,Inbound,192,4389.51
INV01382,2026-03-05,SKU00451,WH-DEL,Outbound,37,3943.56
INV01383,2026-06-08,SKU00299,WH-KOL,Outbound,34,5950.16
INV01384,2026-06-20,SKU00446,WH-MUM,Outbound,33,1215.99
INV01385,2026-03-31,SKU00036,WH-DEL,Outbound,31,1364.59
INV01386,2026-06-05,SKU00093,WH-DEL,Outbound,7,450.31
INV01387,2026-06-30,SKU00486,WH-MUM,Outbound,21,837.97
INV01388,2026-02-06,SKU00178,WH-DEL,Outbound,19,10878.35
INV01389,2026-04-13,SKU00212,WH-KOL,Outbound,21,8674.8
INV01390,2026-02-23,SKU00275,WH-BLR,Outbound,11,7591.41
INV01391,2026-06-04,SKU00198,WH-KOL,Outbound,10,10809.09
INV01392,2026-07-11,SKU00296,WH-MUM,Outbound,46,336.52
INV01393,2026-05-01,SKU00344,WH-BLR,Outbound,21,440.76
INV01394,2026-02-17,SKU00377,WH-MUM,Outbound,1,7108.33
INV01395,2026-04-14,SKU00405,WH-MUM,Inbound,451,601.86
INV01396,2026-05-22,SKU00046,WH-BLR,Outbound,22,1426.46
INV01397,2026-02-15,SKU00044,WH-DEL,Inbound,788,8162.88
INV01398,2026-05-03,SKU00314,WH-MUM,Outbound,54,2421.37
INV01399,2026-03-17,SKU00289,WH-DEL,Outbound,29,781.96
INV01400,2026-04-16,SKU00249,WH-MUM,Outbound,57,1814.53
INV01401,2026-06-01,SKU00455,WH-DEL,Inbound,706,1331.76
INV01402,2026-05-28,SKU00468,WH-MUM,Outbound,35,961.59
INV01403,2026-04-28,SKU00333,WH-BLR,Outbound,40,1607.08
INV01404,2026-02-04,SKU00146,WH-BLR,Outbound,35,11346.17
INV01405,2026-07-12,SKU00085,WH-DEL,Outbound,26,3148.47
INV01406,2026-04-17,SKU00388,WH-KOL,Outbound,56,1917.96
INV01407,2026-06-15,SKU00160,WH-KOL,Outbound,10,11066.49
INV01408,2026-02-02,SKU00477,WH-MUM,Outbound,59,699.44
INV01409,2026-02-04,SKU00050,WH-BLR,Outbound,57,1378.09
INV01410,2026-04-18,SKU00065,WH-MUM,Inbound,227,2082.57
INV01411,2026-05-22,SKU00174,WH-MUM,Inbound,591,912.92
INV01412,2026-06-09,SKU00203,WH-KOL,Outbound,19,380.44
INV01413,2026-02-03,SKU00294,WH-BLR,Outbound,44,1140.9
INV01414,2026-05-12,SKU00048,WH-KOL,Outbound,47,315.62
INV01415,2026-07-22,SKU00271,WH-MUM,Outbound,2,1798.35
INV01416,2026-07-14,SKU00126,WH-MUM,Inbound,163,2406.61
INV01417,2026-05-01,SKU00269,WH-MUM,Outbound,47,10726.11
INV01418,2026-04-27,SKU00044,WH-DEL,Outbound,6,8162.88
INV01419,2026-05-10,SKU00444,WH-DEL,Outbound,42,5179.54
INV01420,2026-02-02,SKU00225,WH-MUM,Outbound,14,8469.03
INV01421,2026-04-01,SKU00051,WH-BLR,Inbound,502,2441.51
INV01422,2026-05-22,SKU00088,WH-BLR,Inbound,767,860.25
INV01423,2026-03-31,SKU00265,WH-DEL,Outbound,14,6237.57
INV01424,2026-05-03,SKU00184,WH-KOL,Inbound,442,748.55
INV01425,2026-06-11,SKU00065,WH-MUM,Outbound,53,2082.57
INV01426,2026-03-21,SKU00368,WH-BLR,Outbound,59,2353.47
INV01427,2026-04-20,SKU00063,WH-MUM,Inbound,493,10724.93
INV01428,2026-06-26,SKU00472,WH-MUM,Outbound,21,11162.84
INV01429,2026-02-15,SKU00318,WH-DEL,Inbound,558,8028.65
INV01430,2026-02-21,SKU00301,WH-MUM,Outbound,50,1418.75
INV01431,2026-05-10,SKU00032,WH-MUM,Inbound,421,4905.87
INV01432,2026-03-02,SKU00285,WH-BLR,Inbound,451,2040.13
INV01433,2026-02-13,SKU00127,WH-KOL,Outbound,33,479.88
INV01434,2026-06-19,SKU00051,WH-BLR,Inbound,448,2441.51
INV01435,2026-06-01,SKU00469,WH-BLR,Inbound,646,5123.19
INV01436,2026-03-24,SKU00228,WH-BLR,Outbound,30,5278.75
INV01437,2026-04-09,SKU00366,WH-BLR,Inbound,204,2401.22
INV01438,2026-07-05,SKU00227,WH-MUM,Outbound,49,155.78
INV01439,2026-02-01,SKU00442,WH-DEL,Inbound,252,3803.66
INV01440,2026-05-25,SKU00226,WH-BLR,Outbound,47,11667.08
INV01441,2026-04-05,SKU00163,WH-MUM,Inbound,582,1911.13
INV01442,2026-05-15,SKU00490,WH-KOL,Outbound,6,1787.72
INV01443,2026-07-19,SKU00458,WH-MUM,Outbound,43,4799.28
INV01444,2026-04-25,SKU00117,WH-MUM,Inbound,119,1222.09
INV01445,2026-05-21,SKU00354,WH-BLR,Inbound,605,8745.97
INV01446,2026-02-10,SKU00402,WH-MUM,Outbound,5,1387.1
INV01447,2026-05-19,SKU00029,WH-MUM,Inbound,473,10530.39
INV01448,2026-02-22,SKU00491,WH-MUM,Inbound,406,3122.09
INV01449,2026-06-28,SKU00312,WH-MUM,Outbound,7,1563.27
INV01450,2026-02-24,SKU00245,WH-BLR,Outbound,7,1235.46
INV01451,2026-05-22,SKU00017,WH-DEL,Outbound,5,2836.86
INV01452,2026-05-25,SKU00200,WH-DEL,Outbound,54,886.77
INV01453,2026-05-06,SKU00249,WH-MUM,Outbound,42,1814.53
INV01454,2026-06-03,SKU00308,WH-MUM,Outbound,1,1066.39
INV01455,2026-07-11,SKU00042,WH-DEL,Outbound,7,366.12
INV01456,2026-07-05,SKU00441,WH-MUM,Outbound,40,7864.83
INV01457,2026-02-07,SKU00008,WH-BLR,Outbound,39,2301.12
INV01458,2026-04-21,SKU00298,WH-BLR,Outbound,21,2124.17
INV01459,2026-06-19,SKU00445,WH-KOL,Outbound,52,126.16
INV01460,2026-04-09,SKU00389,WH-KOL,Inbound,372,1416.12
INV01461,2026-07-13,SKU00372,WH-MUM,Inbound,708,1387.83
INV01462,2026-04-30,SKU00102,WH-DEL,Outbound,27,1168.19
INV01463,2026-02-06,SKU00120,WH-KOL,Outbound,13,3821.05
INV01464,2026-02-28,SKU00049,WH-BLR,Outbound,10,366.94
INV01465,2026-07-11,SKU00373,WH-BLR,Outbound,3,812.5
INV01466,2026-03-17,SKU00490,WH-KOL,Inbound,163,1787.72
INV01467,2026-02-07,SKU00005,WH-BLR,Inbound,609,94.7
INV01468,2026-05-21,SKU00277,WH-MUM,Inbound,110,9601.1
INV01469,2026-03-12,SKU00483,WH-MUM,Outbound,16,486.43
INV01470,2026-03-28,SKU00034,WH-BLR,Inbound,551,1790.1
INV01471,2026-07-15,SKU00180,WH-DEL,Outbound,35,5711.83
INV01472,2026-03-30,SKU00312,WH-MUM,Inbound,362,1563.27
INV01473,2026-02-18,SKU00348,WH-BLR,Outbound,45,9937.94
INV01474,2026-06-01,SKU00293,WH-BLR,Inbound,123,1336.48
INV01475,2026-02-18,SKU00188,WH-DEL,Outbound,22,5522.04
INV01476,2026-05-22,SKU00480,WH-BLR,Outbound,32,2279.72
INV01477,2026-06-22,SKU00271,WH-MUM,Outbound,10,1798.35
INV01478,2026-07-29,SKU00446,WH-MUM,Inbound,771,1215.99
INV01479,2026-07-27,SKU00110,WH-DEL,Outbound,5,5876.46
INV01480,2026-07-26,SKU00245,WH-BLR,Inbound,185,1235.46
INV01481,2026-07-26,SKU00459,WH-DEL,Inbound,171,10412.76
INV01482,2026-06-13,SKU00302,WH-BLR,Outbound,10,182.43
INV01483,2026-02-06,SKU00345,WH-KOL,Outbound,4,5493.81
INV01484,2026-06-01,SKU00339,WH-KOL,Outbound,47,329.07
INV01485,2026-06-08,SKU00036,WH-DEL,Outbound,41,1364.59
INV01486,2026-06-13,SKU00352,WH-MUM,Inbound,772,1791.37
INV01487,2026-02-01,SKU00111,WH-MUM,Inbound,171,174.54
INV01488,2026-07-28,SKU00246,WH-KOL,Outbound,54,2079.08
INV01489,2026-06-08,SKU00042,WH-DEL,Outbound,17,366.12
INV01490,2026-03-05,SKU00157,WH-KOL,Outbound,25,1144.76
INV01491,2026-07-13,SKU00072,WH-MUM,Outbound,48,6769.78
INV01492,2026-05-19,SKU00280,WH-KOL,Outbound,1,6931.86
INV01493,2026-03-15,SKU00028,WH-BLR,Inbound,625,2400.36
INV01494,2026-04-10,SKU00351,WH-DEL,Inbound,532,1742.09
INV01495,2026-04-14,SKU00488,WH-DEL,Outbound,17,2491.44
INV01496,2026-02-09,SKU00296,WH-MUM,Outbound,55,336.52
INV01497,2026-03-09,SKU00330,WH-BLR,Inbound,613,849.1
INV01498,2026-07-06,SKU00363,WH-MUM,Outbound,34,5713.08
INV01499,2026-03-06,SKU00282,WH-MUM,Inbound,579,1909.63
INV01500,2026-02-27,SKU00044,WH-DEL,Outbound,42,8162.88
INV01501,2026-07-15,SKU00331,WH-KOL,Inbound,710,1764.17
INV01502,2026-02-07,SKU00493,WH-BLR,Inbound,708,558.06
INV01503,2026-03-01,SKU00350,WH-BLR,Outbound,53,2294.26
INV01504,2026-05-25,SKU00075,WH-MUM,Inbound,232,1714.84
INV01505,2026-05-16,SKU00284,WH-DEL,Outbound,32,2058.16
INV01506,2026-04-10,SKU00455,WH-DEL,Inbound,634,1331.76
INV01507,2026-02-13,SKU00397,WH-BLR,Inbound,239,1878.03
INV01508,2026-05-27,SKU00240,WH-BLR,Inbound,184,1882.77
INV01509,2026-04-24,SKU00291,WH-DEL,Inbound,720,9410.52
INV01510,2026-06-23,SKU00454,WH-BLR,Outbound,45,2467.89
INV01511,2026-06-25,SKU00072,WH-MUM,Inbound,443,6769.78
INV01512,2026-07-25,SKU00101,WH-KOL,Inbound,581,1999.68
INV01513,2026-02-16,SKU00072,WH-MUM,Outbound,50,6769.78
INV01514,2026-04-08,SKU00442,WH-DEL,Outbound,53,3803.66
INV01515,2026-04-01,SKU00043,WH-MUM,Inbound,195,1179.69
