Delivery_ID,Order_ID,City,Warehouse_ID,Rider_ID,Distance_km,Delivery_Time_hr,Delay_Days,SLA_Met,Fuel_Cost,Traffic_Level,Delivery_Status,Delivery_Month
DEL00695,ORD003417,Hyderabad,WH-BLR,RID003,625.8,27.24,0,Yes,3241.05,High,Delivered,2026-08
DEL00696,ORD006606,Hyderabad,WH-BLR,RID007,301.2,15.88,0,Yes,1493.4,Medium,Delivered,2026-08
DEL00697,ORD007491,Ahmedabad,WH-MUM,RID004,630.1,27.27,2,No,2234.04,Medium,Delivered,2026-02
DEL00698,ORD000388,Mumbai,WH-BLR,RID035,14.1,2.49,4,No,67.53,High,Delivered,2026-04
DEL00699,ORD004623,Bengaluru,WH-KOL,RID010,17.0,3.56,0,Yes,86.81,Low,Delivered,2026-02
DEL00700,ORD006385,Chennai,WH-BLR,RID019,1061.0,44.65,1,No,5108.24,High,Delivered,2026-05
DEL00701,ORD008645,Ahmedabad,WH-DEL,RID015,733.0,33.26,4,No,3443.98,Low,RTO,2026-04
DEL00702,ORD009752,Hyderabad,WH-BLR,RID019,718.3,32.72,0,Yes,3307.05,Medium,Delivered,2026-07
DEL00703,ORD000242,Chennai,WH-DEL,RID025,1335.6,54.48,4,No,5237.55,High,Delivered,2026-07
DEL00704,ORD008520,Bengaluru,WH-MUM,RID014,15.7,3.44,0,Yes,74.74,High,Delivered,2026-04
DEL00705,ORD007338,Ahmedabad,WH-MUM,RID036,697.8,29.96,0,Yes,2802.51,Medium,Delivered,2026-07
DEL00706,ORD004760,Mumbai,WH-KOL,RID005,12.4,2.84,2,No,49.56,Low,Delivered,2026-05
DEL00707,ORD005322,Bengaluru,WH-BLR,RID038,12.7,3.68,1,No,50.35,Medium,Delivered,2026-02
DEL00708,ORD008154,Ahmedabad,WH-KOL,RID022,424.0,18.69,4,No,1881.62,Medium,Delivered,2026-03
DEL00709,ORD009291,Delhi,WH-KOL,RID028,8.4,1.52,4,No,37.15,High,Delivered,2026-06
DEL00710,ORD008348,Pune,WH-KOL,RID013,876.1,36.47,1,No,4285.15,Low,Delivered,2026-02
DEL00711,ORD004228,Hyderabad,WH-MUM,RID024,600.9,25.89,4,No,2584.91,Low,Delivered,2026-04
DEL00712,ORD007769,Pune,WH-BLR,RID013,897.9,35.91,0,Yes,4029.03,High,Delivered,2026-02
DEL00713,ORD007765,Delhi,WH-MUM,RID002,7.4,1.94,2,No,29.69,High,Delivered,2026-06
DEL00714,ORD006151,Delhi,WH-MUM,RID015,7.3,2.27,0,Yes,36.71,Medium,Delivered,2026-07
DEL00715,ORD000646,Hyderabad,WH-DEL,RID001,652.9,29.01,1,No,2352.44,Low,Delivered,2026-03
DEL00716,ORD002890,Bengaluru,WH-MUM,RID028,6.2,1.64,0,Yes,23.22,Medium,Delivered,2026-05
DEL00717,ORD005308,Delhi,WH-BLR,RID006,11.0,2.85,0,Yes,47.33,High,Delivered,2026-04
DEL00718,ORD004541,Bengaluru,WH-MUM,RID030,6.7,2.34,0,Yes,28.13,Low,Delivered,2026-06
DEL00719,ORD009512,Kolkata,WH-MUM,RID004,13.2,3.37,2,No,59.69,Low,Delivered,2026-06
DEL00720,ORD000579,Mumbai,WH-MUM,RID011,14.9,3.76,0,Yes,54.32,High,Delivered,2026-02
DEL00721,ORD003864,Chennai,WH-KOL,RID019,1862.7,72.0,0,Yes,7989.05,Low,Delivered,2026-05
DEL00722,ORD005455,Mumbai,WH-BLR,RID025,4.1,3.33,0,Yes,20.79,Low,Delivered,2026-06
DEL00723,ORD004826,Mumbai,WH-MUM,RID019,15.3,3.59,0,Yes,69.45,Medium,Delivered,2026-04
DEL00724,ORD009583,Ahmedabad,WH-MUM,RID028,523.0,22.58,1,No,1916.35,High,Delivered,2026-05
DEL00725,ORD000803,Bengaluru,WH-DEL,RID040,16.5,3.72,0,Yes,68.9,Medium,Delivered,2026-03
DEL00726,ORD004786,Mumbai,WH-BLR,RID016,9.6,2.64,4,No,44.3,Medium,Delivered,2026-02
DEL00727,ORD007046,Mumbai,WH-BLR,RID037,17.7,3.42,0,Yes,75.09,Medium,Delivered,2026-04
DEL00728,ORD005466,Delhi,WH-DEL,RID020,11.6,3.04,0,Yes,46.0,Low,Delivered,2026-08
DEL00729,ORD008373,Bengaluru,WH-BLR,RID006,14.5,2.06,0,Yes,58.59,Medium,Delivered,2026-06
DEL00730,ORD009276,Hyderabad,WH-MUM,RID016,434.7,18.78,0,Yes,1650.98,Medium,Delivered,2026-03
DEL00731,ORD001995,Ahmedabad,WH-MUM,RID037,565.3,25.93,4,No,2481.91,High,Delivered,2026-06
DEL00732,ORD010490,Delhi,WH-DEL,RID018,5.0,1.74,1,No,17.6,Low,Delivered,2026-03
DEL00733,ORD007324,Hyderabad,WH-KOL,RID034,735.1,29.39,0,Yes,3738.5,Low,Delivered,2026-07
DEL00734,ORD008525,Bengaluru,WH-BLR,RID013,10.0,1.69,0,Yes,40.93,High,Delivered,2026-07
DEL00735,ORD009102,Mumbai,WH-BLR,RID029,6.1,3.47,4,No,32.76,High,Delivered,2026-06
DEL00736,ORD002047,Delhi,WH-KOL,RID021,10.2,3.87,0,Yes,37.05,Low,Delivered,2026-04
DEL00737,ORD011056,Kolkata,WH-KOL,RID020,16.1,3.78,0,Yes,84.66,High,Delivered,2026-06
DEL00738,ORD010004,Hyderabad,WH-DEL,RID024,420.4,18.43,1,No,1531.5,Medium,Delivered,2026-03
DEL00739,ORD000332,Delhi,WH-MUM,RID038,12.3,2.16,4,No,61.76,High,Delivered Late,2026-07
DEL00740,ORD007606,Kolkata,WH-DEL,RID032,16.5,3.05,1,No,77.93,Low,Delivered Late,2026-07
DEL00741,ORD004276,Delhi,WH-MUM,RID008,13.9,3.15,0,Yes,67.08,High,Delivered,2026-07
DEL00742,ORD002556,Hyderabad,WH-BLR,RID027,572.2,22.87,2,No,2407.75,Low,Delivered,2026-03
DEL00743,ORD010849,Ahmedabad,WH-MUM,RID003,593.7,24.85,0,Yes,2112.68,Low,Delivered,2026-04
DEL00744,ORD005014,Kolkata,WH-MUM,RID031,16.7,2.78,0,Yes,76.57,High,Delivered,2026-07
DEL00745,ORD005440,Chennai,WH-MUM,RID031,1987.4,72.0,1,No,8661.93,High,Delivered,2026-02
DEL00746,ORD006249,Chennai,WH-BLR,RID008,1945.3,72.0,2,No,8066.14,Medium,Delivered,2026-06
DEL00747,ORD003720,Hyderabad,WH-DEL,RID020,180.9,9.68,0,Yes,764.93,High,Delivered,2026-04
DEL00748,ORD000181,Chennai,WH-MUM,RID013,1244.1,51.21,0,Yes,6472.22,High,Delivered,2026-05
DEL00749,ORD001678,Chennai,WH-DEL,RID019,2007.8,72.0,0,Yes,7667.57,Low,Delivered,2026-07
DEL00750,ORD007646,Delhi,WH-DEL,RID019,13.0,3.51,0,Yes,67.36,Low,Delivered,2026-06
DEL00751,ORD000079,Ahmedabad,WH-BLR,RID016,518.1,22.62,1,No,1880.1,Medium,Delivered,2026-04
DEL00752,ORD011136,Mumbai,WH-BLR,RID002,10.6,2.76,0,Yes,52.71,Low,Delivered,2026-02
DEL00753,ORD002545,Hyderabad,WH-MUM,RID040,449.9,18.9,4,No,1906.19,Medium,Delivered,2026-02
DEL00754,ORD008595,Bengaluru,WH-BLR,RID013,5.2,1.23,4,No,19.82,Medium,Delivered,2026-06
DEL00755,ORD005596,Mumbai,WH-DEL,RID017,12.6,0.76,1,No,50.61,Medium,Delivered,2026-03
DEL00756,ORD007451,Kolkata,WH-BLR,RID011,13.3,2.92,2,No,62.26,High,Delivered,2026-06
DEL00757,ORD002088,Chennai,WH-BLR,RID009,1394.5,57.57,1,No,7091.9,Medium,Delivered,2026-02
DEL00758,ORD010696,Hyderabad,WH-DEL,RID026,477.2,22.28,1,No,2326.53,Medium,Delivered,2026-05
DEL00759,ORD010276,Hyderabad,WH-MUM,RID018,775.5,32.39,4,No,3341.11,High,Delivered Late,2026-03
DEL00760,ORD001615,Pune,WH-KOL,RID014,465.2,19.62,4,No,2354.91,Medium,Delivered,2026-05
DEL00761,ORD005187,Kolkata,WH-MUM,RID024,15.5,1.6,1,No,61.0,Medium,Delivered,2026-07
DEL00762,ORD001012,Kolkata,WH-KOL,RID017,12.4,3.25,0,Yes,61.83,High,Delivered,2026-02
DEL00763,ORD011449,Mumbai,WH-MUM,RID002,15.3,4.93,1,No,71.39,Low,Delivered,2026-05
DEL00764,ORD010158,Bengaluru,WH-BLR,RID037,4.1,1.8,0,Yes,21.9,Medium,Delivered,2026-04
DEL00765,ORD003671,Ahmedabad,WH-KOL,RID015,555.3,24.82,0,Yes,2782.14,High,Delivered,2026-04
DEL00766,ORD007895,Ahmedabad,WH-MUM,RID029,584.0,24.83,4,No,2793.84,High,Delivered,2026-02
DEL00767,ORD006153,Pune,WH-DEL,RID014,521.7,22.46,0,Yes,2107.95,Low,Delivered,2026-02
DEL00768,ORD006453,Mumbai,WH-DEL,RID002,5.3,1.04,1,No,20.81,High,Delivered Late,2026-04
DEL00769,ORD002445,Mumbai,WH-KOL,RID024,8.6,2.45,0,Yes,31.32,Medium,Delivered,2026-04
DEL00770,ORD009265,Hyderabad,WH-KOL,RID015,743.4,31.1,1,No,3037.55,High,Delivered Late,2026-03
DEL00771,ORD003310,Mumbai,WH-KOL,RID025,10.2,1.48,2,No,42.21,Low,Delivered,2026-07
DEL00772,ORD009424,Hyderabad,WH-DEL,RID021,610.4,27.58,4,No,3139.89,Low,Delivered,2026-07
DEL00773,ORD003879,Chennai,WH-KOL,RID017,1022.0,43.75,1,No,3718.35,Low,Delivered,2026-05
DEL00774,ORD002709,Chennai,WH-BLR,RID029,995.6,43.02,0,Yes,3632.16,Medium,Delivered,2026-02
DEL00775,ORD003617,Chennai,WH-MUM,RID032,2018.2,72.0,0,Yes,8830.96,High,Delivered,2026-03
DEL00776,ORD010525,Mumbai,WH-BLR,RID026,8.2,1.54,1,No,37.33,High,Delivered,2026-05
DEL00777,ORD005083,Ahmedabad,WH-MUM,RID028,230.5,11.57,1,No,949.78,Low,Delivered,2026-06
DEL00778,ORD004660,Pune,WH-KOL,RID015,374.3,17.24,0,Yes,1320.91,Low,Delivered,2026-06
DEL00779,ORD001447,Ahmedabad,WH-DEL,RID038,159.3,7.52,0,Yes,704.11,High,Delivered,2026-03
DEL00780,ORD004393,Hyderabad,WH-BLR,RID033,677.0,30.96,0,Yes,3370.69,Medium,Delivered,2026-07
DEL00781,ORD010401,Pune,WH-KOL,RID029,742.2,31.69,0,Yes,3455.7,Medium,Delivered,2026-05
DEL00782,ORD009234,Hyderabad,WH-BLR,RID036,608.2,26.5,1,No,2182.08,Low,Delivered,2026-06
DEL00783,ORD009607,Delhi,WH-KOL,RID036,9.1,2.54,0,Yes,32.32,Low,Delivered,2026-04
DEL00784,ORD001650,Mumbai,WH-KOL,RID029,5.6,2.71,0,Yes,30.17,Medium,Delivered,2026-06
DEL00785,ORD006881,Pune,WH-BLR,RID013,546.7,23.61,1,No,2959.38,High,Delivered,2026-02
DEL00786,ORD010707,Ahmedabad,WH-MUM,RID003,455.3,21.48,0,Yes,1604.15,Medium,Delivered,2026-08
DEL00787,ORD004843,Pune,WH-MUM,RID038,244.8,13.24,0,Yes,1181.9,Medium,Delivered,2026-04
DEL00788,ORD007831,Kolkata,WH-BLR,RID035,13.8,0.63,4,No,62.82,High,Delivered,2026-05
DEL00789,ORD000424,Bengaluru,WH-DEL,RID030,10.4,2.19,0,Yes,51.56,Low,Delivered,2026-05
DEL00790,ORD009720,Kolkata,WH-MUM,RID008,10.4,3.53,0,Yes,41.08,Low,Delivered,2026-03
DEL00791,ORD007003,Delhi,WH-BLR,RID013,12.1,2.94,0,Yes,45.81,Low,Delivered,2026-07
DEL00792,ORD008150,Chennai,WH-BLR,RID032,1285.4,52.33,4,No,6508.94,Low,Delivered,2026-03
DEL00793,ORD009245,Chennai,WH-DEL,RID024,1431.7,58.88,1,No,6345.5,Medium,Delivered,2026-07
DEL00794,ORD006254,Pune,WH-BLR,RID008,289.8,15.1,4,No,1152.96,Medium,Delivered,2026-05
DEL00795,ORD006424,Pune,WH-DEL,RID038,229.7,9.6,1,No,990.26,Low,Delivered,2026-03
DEL00796,ORD001093,Bengaluru,WH-BLR,RID033,6.5,2.39,0,Yes,24.88,Low,Delivered,2026-03
DEL00797,ORD000146,Kolkata,WH-DEL,RID030,12.8,2.42,0,Yes,68.8,Low,Delivered,2026-03
DEL00798,ORD005373,Delhi,WH-DEL,RID009,5.1,1.81,1,No,23.47,Medium,Delivered,2026-05
DEL00799,ORD007240,Kolkata,WH-MUM,RID027,6.1,1.93,2,No,27.26,Medium,Delivered,2026-05
DEL00800,ORD003409,Chennai,WH-BLR,RID026,1365.5,57.25,0,Yes,6681.56,Low,Delivered,2026-06
DEL00801,ORD009353,Ahmedabad,WH-KOL,RID034,575.5,25.71,4,No,2069.67,Medium,Delivered Late,2026-06
DEL00802,ORD006314,Delhi,WH-KOL,RID027,12.0,2.8,0,Yes,45.27,Low,Delivered,2026-02
DEL00803,ORD010895,Hyderabad,WH-MUM,RID011,598.4,26.56,1,No,3195.02,Medium,Delivered,2026-06
DEL00804,ORD000458,Chennai,WH-DEL,RID027,1206.5,50.12,0,Yes,5344.05,Medium,Delivered Late,2026-05
DEL00805,ORD009217,Pune,WH-DEL,RID040,643.5,29.12,1,No,3511.54,Low,Delivered,2026-05
DEL00806,ORD001632,Bengaluru,WH-MUM,RID036,12.8,3.23,1,No,57.67,Medium,Delivered,2026-03
DEL00807,ORD005443,Kolkata,WH-BLR,RID001,14.6,2.01,1,No,64.02,Medium,Delivered,2026-06
DEL00808,ORD001784,Mumbai,WH-KOL,RID005,7.3,2.79,0,Yes,28.59,Medium,Delivered,2026-06
DEL00809,ORD005074,Delhi,WH-MUM,RID038,10.2,3.46,0,Yes,45.77,Medium,Delivered,2026-04
DEL00810,ORD009121,Ahmedabad,WH-MUM,RID027,409.1,18.58,4,No,1735.94,Low,Delivered,2026-04
DEL00811,ORD005402,Pune,WH-MUM,RID020,695.5,28.86,0,Yes,2629.29,Medium,Delivered,2026-04
DEL00812,ORD010746,Pune,WH-MUM,RID027,425.0,17.18,1,No,1519.41,Medium,Delivered,2026-03
DEL00813,ORD001018,Ahmedabad,WH-BLR,RID039,152.4,8.75,1,No,760.9,Low,Delivered,2026-06
DEL00814,ORD002134,Mumbai,WH-BLR,RID040,9.3,1.29,4,No,33.33,High,Delivered,2026-05
DEL00815,ORD003993,Pune,WH-KOL,RID005,592.3,24.86,1,No,2131.26,Low,Delivered,2026-05
DEL00816,ORD004475,Bengaluru,WH-MUM,RID003,10.0,1.6,0,Yes,47.01,High,Delivered,2026-05
DEL00817,ORD003371,Pune,WH-MUM,RID036,717.4,29.72,1,No,3121.49,High,Delivered,2026-03
DEL00818,ORD000902,Hyderabad,WH-MUM,RID005,899.6,37.65,4,No,4613.04,High,Delivered,2026-04
DEL00819,ORD006937,Pune,WH-BLR,RID026,751.8,32.15,4,No,3520.78,High,Delivered,2026-06
DEL00820,ORD007020,Bengaluru,WH-MUM,RID015,16.8,1.94,1,No,62.5,Medium,Delivered,2026-04
DEL00821,ORD010273,Mumbai,WH-MUM,RID038,9.3,1.51,0,Yes,42.64,Low,RTO,2026-06
DEL00822,ORD010835,Mumbai,WH-BLR,RID007,10.0,2.04,0,Yes,50.74,Medium,Delivered,2026-02
DEL00823,ORD004692,Delhi,WH-MUM,RID001,16.6,2.44,0,Yes,80.73,High,Delivered,2026-06
DEL00824,ORD011293,Delhi,WH-DEL,RID015,7.9,2.59,4,No,37.92,Low,Delivered,2026-04
DEL00825,ORD008067,Hyderabad,WH-BLR,RID025,857.8,36.53,0,Yes,4623.93,Low,Delivered,2026-04
DEL00826,ORD007651,Ahmedabad,WH-KOL,RID033,681.3,28.02,0,Yes,3221.8,Low,Delivered,2026-07
DEL00827,ORD002036,Kolkata,WH-BLR,RID029,10.8,3.29,0,Yes,43.45,High,Delivered,2026-02
DEL00828,ORD007953,Hyderabad,WH-BLR,RID035,814.6,33.21,0,Yes,2883.75,Medium,Delivered Late,2026-07
DEL00829,ORD010302,Pune,WH-MUM,RID029,812.5,34.75,0,Yes,3555.66,High,Delivered,2026-06
DEL00830,ORD010261,Chennai,WH-MUM,RID004,962.2,40.35,2,No,4244.79,Medium,Delivered,2026-06
DEL00831,ORD007457,Mumbai,WH-KOL,RID038,5.8,3.91,0,Yes,21.09,Medium,Delivered Late,2026-03
DEL00832,ORD005770,Kolkata,WH-KOL,RID029,14.3,2.11,0,Yes,70.03,Low,Delivered,2026-02
DEL00833,ORD000501,Chennai,WH-DEL,RID008,1727.8,71.16,0,Yes,7369.96,Medium,Delivered,2026-07
DEL00834,ORD006103,Chennai,WH-MUM,RID031,2089.5,72.0,0,Yes,9166.02,Medium,Delivered,2026-06
DEL00835,ORD002786,Kolkata,WH-KOL,RID021,16.2,3.25,0,Yes,58.56,Low,Delivered,2026-03
DEL00836,ORD005103,Chennai,WH-MUM,RID002,1475.4,62.2,1,No,5564.79,Low,Delivered,2026-07
DEL00837,ORD009333,Kolkata,WH-MUM,RID028,8.0,2.59,4,No,36.06,Low,Delivered,2026-04
DEL00838,ORD002904,Ahmedabad,WH-MUM,RID040,390.0,19.91,0,Yes,1500.69,Medium,Delivered,2026-05
DEL00839,ORD003960,Kolkata,WH-KOL,RID018,10.8,2.17,0,Yes,57.31,Medium,Delivered,2026-06
DEL00840,ORD000189,Mumbai,WH-MUM,RID025,5.3,3.41,0,Yes,22.18,Low,Delivered,2026-06
DEL00841,ORD007396,Ahmedabad,WH-BLR,RID012,804.0,34.4,0,Yes,4052.73,Medium,Delivered,2026-07
DEL00842,ORD004447,Chennai,WH-MUM,RID024,1449.3,60.11,2,No,6979.16,Low,Delivered,2026-07
DEL00843,ORD010072,Kolkata,WH-MUM,RID020,12.9,1.31,1,No,48.55,Medium,Delivered,2026-04
DEL00844,ORD007431,Kolkata,WH-DEL,RID002,9.8,2.98,0,Yes,45.45,Medium,Delivered,2026-07
DEL00845,ORD003317,Chennai,WH-KOL,RID024,1188.5,49.32,4,No,5582.74,Medium,Delivered,2026-08
DEL00846,ORD005861,Pune,WH-MUM,RID024,823.8,34.93,1,No,4281.92,Medium,Delivered,2026-04
DEL00847,ORD002953,Bengaluru,WH-BLR,RID034,10.4,2.4,0,Yes,46.99,Medium,Delivered,2026-04
DEL00848,ORD007511,Kolkata,WH-KOL,RID008,8.0,2.86,1,No,32.59,High,Delivered,2026-04
DEL00849,ORD001909,Mumbai,WH-KOL,RID013,13.8,3.72,0,Yes,63.05,Low,Delivered,2026-07
DEL00850,ORD001543,Chennai,WH-MUM,RID036,1366.5,56.47,1,No,7068.2,Medium,Delivered,2026-05
DEL00851,ORD001563,Pune,WH-BLR,RID019,549.5,23.65,4,No,2088.73,Medium,Delivered,2026-05
DEL00852,ORD004789,Delhi,WH-BLR,RID032,10.5,2.67,1,No,44.46,Medium,Delivered,2026-03
DEL00853,ORD008655,Delhi,WH-BLR,RID008,17.9,1.67,4,No,81.66,Medium,Delivered,2026-07
DEL00854,ORD010033,Pune,WH-BLR,RID031,832.5,34.44,0,Yes,3833.94,Low,Delivered Late,2026-03
DEL00855,ORD010979,Kolkata,WH-MUM,RID025,4.8,2.72,0,Yes,26.0,High,Delivered,2026-04
DEL00856,ORD000247,Pune,WH-MUM,RID009,502.3,21.52,0,Yes,2713.64,Medium,Delivered,2026-07
DEL00857,ORD006418,Mumbai,WH-BLR,RID024,8.5,3.13,0,Yes,36.41,Medium,Delivered,2026-07
DEL00858,ORD000245,Pune,WH-MUM,RID034,299.8,13.89,2,No,1533.04,Medium,Delivered,2026-04
DEL00859,ORD004486,Delhi,WH-MUM,RID024,4.1,1.82,0,Yes,14.87,Low,Delivered,2026-04
DEL00860,ORD010332,Pune,WH-MUM,RID017,814.5,35.72,0,Yes,3745.96,Low,Delivered,2026-04
DEL00861,ORD010083,Bengaluru,WH-KOL,RID006,14.5,1.92,0,Yes,56.1,Low,Delivered,2026-07
DEL00862,ORD010935,Mumbai,WH-BLR,RID021,4.8,2.19,0,Yes,17.12,Low,Delivered,2026-06
DEL00863,ORD008559,Chennai,WH-MUM,RID023,1445.8,59.2,0,Yes,7714.48,Medium,Delivered,2026-06
DEL00864,ORD006511,Pune,WH-BLR,RID019,242.1,11.67,0,Yes,1315.07,High,RTO,2026-07
DEL00865,ORD004438,Delhi,WH-DEL,RID031,14.1,3.2,1,No,76.62,Medium,Delivered,2026-02
DEL00866,ORD002009,Mumbai,WH-DEL,RID033,14.5,2.73,4,No,75.75,High,Delivered Late,2026-03
DEL00867,ORD001117,Delhi,WH-MUM,RID009,15.2,2.57,1,No,58.41,Medium,Delivered,2026-06
DEL00868,ORD002668,Hyderabad,WH-DEL,RID009,648.7,27.82,0,Yes,2428.5,Low,Delivered,2026-05
DEL00869,ORD004761,Chennai,WH-DEL,RID009,1644.0,68.03,4,No,5982.19,Low,Delivered,2026-04
DEL00870,ORD003236,Kolkata,WH-KOL,RID027,11.1,2.89,1,No,49.76,Medium,Delivered,2026-05
DEL00871,ORD003526,Mumbai,WH-KOL,RID030,10.9,2.87,1,No,59.02,Low,Delivered,2026-03
DEL00872,ORD001483,Ahmedabad,WH-BLR,RID009,310.5,14.59,0,Yes,1643.04,Low,Delivered,2026-06
DEL00873,ORD000711,Mumbai,WH-BLR,RID035,4.2,1.58,1,No,20.66,High,Delivered,2026-04
DEL00874,ORD008695,Ahmedabad,WH-MUM,RID040,150.2,7.87,0,Yes,784.34,High,Delivered,2026-04
DEL00875,ORD007246,Pune,WH-KOL,RID032,309.9,13.95,1,No,1664.07,Medium,Delivered,2026-05
DEL00876,ORD003080,Bengaluru,WH-BLR,RID036,8.9,2.74,4,No,45.11,Low,Delivered,2026-06
DEL00877,ORD008774,Mumbai,WH-DEL,RID015,5.2,1.95,4,No,28.02,Medium,Delivered,2026-06
DEL00878,ORD006907,Kolkata,WH-BLR,RID010,12.0,2.25,1,No,64.69,Low,Delivered,2026-04
DEL00879,ORD006500,Mumbai,WH-KOL,RID018,17.5,4.14,0,Yes,75.22,Medium,Delivered,2026-03
DEL00880,ORD008875,Delhi,WH-BLR,RID022,11.9,2.38,1,No,42.68,Medium,Delivered,2026-03
DEL00881,ORD002823,Chennai,WH-MUM,RID021,1506.7,60.46,0,Yes,5985.7,High,Delivered,2026-04
DEL00882,ORD005330,Kolkata,WH-DEL,RID011,12.3,4.15,2,No,66.63,High,Delivered,2026-03
DEL00883,ORD004737,Kolkata,WH-DEL,RID017,7.5,2.3,0,Yes,30.04,Low,Delivered,2026-07
DEL00884,ORD000763,Ahmedabad,WH-MUM,RID001,760.8,32.12,0,Yes,2965.68,Low,Delivered,2026-06
DEL00885,ORD002879,Kolkata,WH-BLR,RID001,10.2,2.09,1,No,48.86,Medium,Delivered,2026-04
DEL00886,ORD006316,Kolkata,WH-MUM,RID028,5.8,1.9,2,No,21.32,Medium,Delivered,2026-06
DEL00887,ORD001020,Bengaluru,WH-BLR,RID014,6.7,3.5,1,No,35.21,Medium,Delivered Late,2026-04
DEL00888,ORD009257,Hyderabad,WH-MUM,RID003,360.0,15.83,2,No,1477.58,High,Delivered Late,2026-02
DEL00889,ORD001476,Pune,WH-BLR,RID033,268.1,12.16,0,Yes,1403.26,Medium,Delivered,2026-05
DEL00890,ORD009073,Bengaluru,WH-KOL,RID020,4.9,2.03,0,Yes,21.85,High,Delivered,2026-03
DEL00891,ORD004207,Kolkata,WH-MUM,RID011,5.9,0.68,0,Yes,26.39,High,Delivered,2026-03
DEL00892,ORD000683,Chennai,WH-BLR,RID040,2048.6,72.0,2,No,9362.16,Medium,Delivered,2026-06
DEL00893,ORD010065,Chennai,WH-KOL,RID032,1401.3,59.03,1,No,6154.0,High,Delivered,2026-06
DEL00894,ORD010195,Mumbai,WH-KOL,RID035,11.6,2.77,2,No,40.73,Medium,Delivered,2026-03
DEL00895,ORD002717,Hyderabad,WH-MUM,RID034,442.0,20.22,0,Yes,2279.41,High,Delivered,2026-07
DEL00896,ORD001319,Ahmedabad,WH-KOL,RID010,846.6,35.27,1,No,4081.92,Medium,Delivered,2026-07
DEL00897,ORD005618,Hyderabad,WH-MUM,RID028,722.2,29.3,0,Yes,2871.65,High,Delivered,2026-06
DEL00898,ORD007257,Ahmedabad,WH-KOL,RID037,775.3,33.65,4,No,3424.03,Medium,Delivered,2026-06
DEL00899,ORD001101,Delhi,WH-DEL,RID023,9.5,1.42,1,No,48.55,Medium,Delivered,2026-02
DEL00900,ORD008800,Kolkata,WH-MUM,RID003,13.7,1.03,1,No,74.94,Medium,Delivered Late,2026-07
DEL00901,ORD008004,Kolkata,WH-BLR,RID023,7.6,1.55,1,No,32.25,High,Delivered,2026-03
DEL00902,ORD009781,Hyderabad,WH-KOL,RID010,858.5,35.69,0,Yes,4108.16,High,Delivered,2026-06
DEL00903,ORD004852,Ahmedabad,WH-DEL,RID015,260.3,11.31,0,Yes,1280.16,Medium,Delivered,2026-05
DEL00904,ORD005881,Chennai,WH-DEL,RID027,1039.6,43.61,1,No,3861.39,High,Delivered,2026-08
DEL00905,ORD007995,Mumbai,WH-MUM,RID022,16.8,4.8,1,No,68.31,Medium,Delivered,2026-07
DEL00906,ORD009080,Kolkata,WH-KOL,RID014,12.5,2.45,0,Yes,66.76,High,Delivered,2026-02
DEL00907,ORD001820,Ahmedabad,WH-MUM,RID012,840.2,34.98,0,Yes,3688.81,High,Delivered,2026-03
DEL00908,ORD010922,Bengaluru,WH-BLR,RID038,13.8,2.61,0,Yes,55.57,High,Delivered,2026-05
DEL00909,ORD008832,Bengaluru,WH-BLR,RID028,15.3,3.54,4,No,71.04,Low,Delivered,2026-05
DEL00910,ORD001746,Hyderabad,WH-KOL,RID021,723.6,28.8,0,Yes,2876.32,Medium,Delivered Late,2026-03
DEL00911,ORD003560,Bengaluru,WH-DEL,RID021,17.7,2.29,2,No,90.25,High,Delivered,2026-04
DEL00912,ORD011420,Bengaluru,WH-KOL,RID003,17.9,2.97,0,Yes,95.76,Medium,Delivered,2026-02
DEL00913,ORD000321,Ahmedabad,WH-BLR,RID028,842.0,36.03,0,Yes,4048.62,Low,Delivered,2026-07
DEL00914,ORD007045,Chennai,WH-BLR,RID014,1412.6,58.03,0,Yes,6799.7,Medium,Delivered,2026-08
DEL00915,ORD006650,Chennai,WH-DEL,RID032,1814.9,72.0,4,No,7563.29,High,Delivered,2026-03
DEL00916,ORD003204,Ahmedabad,WH-MUM,RID011,288.1,13.72,4,No,1302.52,Medium,Delivered,2026-02
DEL00917,ORD008299,Hyderabad,WH-DEL,RID025,604.3,25.41,0,Yes,3105.3,High,Delivered,2026-05
DEL00918,ORD005717,Ahmedabad,WH-DEL,RID032,723.2,28.28,0,Yes,3331.98,Low,RTO,2026-05
DEL00919,ORD008364,Chennai,WH-BLR,RID007,1688.4,69.65,4,No,6247.17,Medium,Delivered,2026-04
DEL00920,ORD006875,Delhi,WH-BLR,RID027,8.9,2.59,2,No,40.75,High,Delivered Late,2026-04
DEL00921,ORD006638,Hyderabad,WH-MUM,RID022,829.7,34.97,0,Yes,3047.91,Low,Delivered,2026-05
DEL00922,ORD007098,Bengaluru,WH-MUM,RID007,5.4,3.89,0,Yes,22.68,Medium,Delivered,2026-07
DEL00923,ORD004334,Bengaluru,WH-DEL,RID029,12.1,2.94,0,Yes,65.31,Low,Delivered,2026-05
DEL00924,ORD004638,Hyderabad,WH-KOL,RID025,559.6,24.51,0,Yes,2453.63,Medium,Delivered,2026-03
DEL00925,ORD003121,Delhi,WH-MUM,RID022,4.2,3.64,4,No,22.29,Medium,Delivered,2026-04
DEL00926,ORD009004,Bengaluru,WH-MUM,RID005,16.1,4.48,1,No,71.56,High,Delivered,2026-03
